Date,Team1,Team1Score,Team1Country,Team2,Team2Score,Team2Country,Map,MapShort,Event,Winner,MatchURL
19/03/25,Falcons,10,Europe,MOUZ,13,Europe,Ancient,anc,BLAST Open Lisbon 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/195645/falcons-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
19/03/25,MOUZ,13,Europe,Falcons,11,Europe,Train,trn,BLAST Open Lisbon 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/195638/mouz-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
19/03/25,The Huns,4,Mongolia,Spirit,13,Russia,Dust2,d2,BLAST Open Lisbon 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/195628/the-huns-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
19/03/25,Spirit,13,Russia,The Huns,8,Mongolia,Anubis,anb,BLAST Open Lisbon 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/195624/spirit-vs-the-huns?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
16/03/25,MOUZ,5,Europe,Vitality,13,Europe,Inferno,inf,ESL Pro League Season 21,Vitality,https://www.hltv.org/stats/matches/mapstatsid/195473/mouz-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
16/03/25,Vitality,13,Europe,MOUZ,4,Europe,Nuke,nuke,ESL Pro League Season 21,Vitality,https://www.hltv.org/stats/matches/mapstatsid/195467/vitality-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
16/03/25,MOUZ,9,Europe,Vitality,13,Europe,Dust2,d2,ESL Pro League Season 21,Vitality,https://www.hltv.org/stats/matches/mapstatsid/195462/mouz-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
15/03/25,The MongolZ,2,Mongolia,Vitality,13,Europe,Inferno,inf,ESL Pro League Season 21,Vitality,https://www.hltv.org/stats/matches/mapstatsid/195420/the-mongolz-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
15/03/25,The MongolZ,16,Mongolia,Vitality,14,Europe,Nuke,nuke,ESL Pro League Season 21,The MongolZ,https://www.hltv.org/stats/matches/mapstatsid/195417/the-mongolz-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
15/03/25,The MongolZ,4,Mongolia,Vitality,13,Europe,Anubis,anb,ESL Pro League Season 21,Vitality,https://www.hltv.org/stats/matches/mapstatsid/195407/the-mongolz-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
15/03/25,MOUZ,13,Europe,Spirit,10,Russia,Ancient,anc,ESL Pro League Season 21,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/195397/mouz-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
15/03/25,MOUZ,7,Europe,Spirit,13,Russia,Dust2,d2,ESL Pro League Season 21,Spirit,https://www.hltv.org/stats/matches/mapstatsid/195386/mouz-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
15/03/25,Spirit,14,Russia,MOUZ,16,Europe,Nuke,nuke,ESL Pro League Season 21,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/195371/spirit-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
14/03/25,Liquid,9,Other,Vitality,13,Europe,Dust2,d2,ESL Pro League Season 21,Vitality,https://www.hltv.org/stats/matches/mapstatsid/195311/liquid-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
14/03/25,Liquid,9,Other,Vitality,13,Europe,Anubis,anb,ESL Pro League Season 21,Vitality,https://www.hltv.org/stats/matches/mapstatsid/195308/liquid-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
13/03/25,G2,11,Europe,MOUZ,13,Europe,Ancient,anc,ESL Pro League Season 21,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/195273/g2-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
13/03/25,G2,8,Europe,MOUZ,13,Europe,Nuke,nuke,ESL Pro League Season 21,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/195270/g2-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
13/03/25,MOUZ,11,Europe,G2,13,Europe,Inferno,inf,ESL Pro League Season 21,G2,https://www.hltv.org/stats/matches/mapstatsid/195267/mouz-vs-g2?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
13/03/25,Eternal Fire,7,Turkey,Spirit,13,Russia,Mirage,mrg,ESL Pro League Season 21,Spirit,https://www.hltv.org/stats/matches/mapstatsid/195260/eternal-fire-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
13/03/25,Spirit,10,Russia,Eternal Fire,13,Turkey,Anubis,anb,ESL Pro League Season 21,Eternal Fire,https://www.hltv.org/stats/matches/mapstatsid/195257/spirit-vs-eternal-fire?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
13/03/25,Eternal Fire,15,Turkey,Spirit,19,Russia,Nuke,nuke,ESL Pro League Season 21,Spirit,https://www.hltv.org/stats/matches/mapstatsid/195249/eternal-fire-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
11/03/25,Falcons,9,Europe,Eternal Fire,13,Turkey,Dust2,d2,ESL Pro League Season 21,Eternal Fire,https://www.hltv.org/stats/matches/mapstatsid/195135/falcons-vs-eternal-fire?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
11/03/25,Eternal Fire,13,Turkey,Falcons,16,Europe,Mirage,mrg,ESL Pro League Season 21,Falcons,https://www.hltv.org/stats/matches/mapstatsid/195129/eternal-fire-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
11/03/25,Falcons,8,Europe,Eternal Fire,13,Turkey,Inferno,inf,ESL Pro League Season 21,Eternal Fire,https://www.hltv.org/stats/matches/mapstatsid/195122/falcons-vs-eternal-fire?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
10/03/25,FURIA,9,Brazil,Falcons,13,Europe,Dust2,d2,ESL Pro League Season 21,Falcons,https://www.hltv.org/stats/matches/mapstatsid/195061/furia-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
10/03/25,Falcons,16,Europe,FURIA,14,Brazil,Mirage,mrg,ESL Pro League Season 21,Falcons,https://www.hltv.org/stats/matches/mapstatsid/195047/falcons-vs-furia?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
10/03/25,Falcons,13,Europe,FURIA,16,Brazil,Train,trn,ESL Pro League Season 21,FURIA,https://www.hltv.org/stats/matches/mapstatsid/195034/falcons-vs-furia?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
10/03/25,Liquid,4,Other,MOUZ,13,Europe,Nuke,nuke,ESL Pro League Season 21,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/194986/liquid-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
10/03/25,MOUZ,13,Europe,Liquid,8,Other,Ancient,anc,ESL Pro League Season 21,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/194977/mouz-vs-liquid?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
09/03/25,MIBR,1,Brazil,FURIA,13,Brazil,Inferno,inf,ESL Pro League Season 21,FURIA,https://www.hltv.org/stats/matches/mapstatsid/194907/mibr-vs-furia?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
09/03/25,MIBR,19,Brazil,FURIA,17,Brazil,Mirage,mrg,ESL Pro League Season 21,MIBR,https://www.hltv.org/stats/matches/mapstatsid/194881/mibr-vs-furia?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
09/03/25,MIBR,9,Brazil,FURIA,13,Brazil,Anubis,anb,ESL Pro League Season 21,FURIA,https://www.hltv.org/stats/matches/mapstatsid/194863/mibr-vs-furia?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
09/03/25,MOUZ,7,Europe,Vitality,13,Europe,Dust2,d2,ESL Pro League Season 21,Vitality,https://www.hltv.org/stats/matches/mapstatsid/194847/mouz-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
09/03/25,Vitality,13,Europe,MOUZ,6,Europe,Inferno,inf,ESL Pro League Season 21,Vitality,https://www.hltv.org/stats/matches/mapstatsid/194830/vitality-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
09/03/25,The MongolZ,11,Mongolia,Spirit,13,Russia,Dust2,d2,ESL Pro League Season 21,Spirit,https://www.hltv.org/stats/matches/mapstatsid/194823/the-mongolz-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
09/03/25,Spirit,13,Russia,The MongolZ,6,Mongolia,Anubis,anb,ESL Pro League Season 21,Spirit,https://www.hltv.org/stats/matches/mapstatsid/194813/spirit-vs-the-mongolz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
09/03/25,Falcons,2,Europe,3DMAX,13,France,Dust2,d2,ESL Pro League Season 21,3DMAX,https://www.hltv.org/stats/matches/mapstatsid/194797/falcons-vs-3dmax?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
09/03/25,3DMAX,7,France,Falcons,13,Europe,Ancient,anc,ESL Pro League Season 21,Falcons,https://www.hltv.org/stats/matches/mapstatsid/194787/3dmax-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
09/03/25,Falcons,11,Europe,3DMAX,13,France,Inferno,inf,ESL Pro League Season 21,3DMAX,https://www.hltv.org/stats/matches/mapstatsid/194776/falcons-vs-3dmax?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
08/03/25,Spirit,13,Russia,SAW,8,Portugal,Train,trn,ESL Pro League Season 21,Spirit,https://www.hltv.org/stats/matches/mapstatsid/194676/spirit-vs-saw?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
08/03/25,SAW,1,Portugal,Spirit,13,Russia,Dust2,d2,ESL Pro League Season 21,Spirit,https://www.hltv.org/stats/matches/mapstatsid/194653/saw-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
08/03/25,Liquid,13,Other,FURIA,8,Brazil,Anubis,anb,ESL Pro League Season 21,Liquid,https://www.hltv.org/stats/matches/mapstatsid/194674/liquid-vs-furia?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
08/03/25,Liquid,13,Other,FURIA,10,Brazil,Dust2,d2,ESL Pro League Season 21,Liquid,https://www.hltv.org/stats/matches/mapstatsid/194650/liquid-vs-furia?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
08/03/25,3DMAX,7,France,Vitality,13,Europe,Dust2,d2,ESL Pro League Season 21,Vitality,https://www.hltv.org/stats/matches/mapstatsid/194635/3dmax-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
08/03/25,Vitality,13,Europe,3DMAX,5,France,Train,trn,ESL Pro League Season 21,Vitality,https://www.hltv.org/stats/matches/mapstatsid/194616/vitality-vs-3dmax?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
08/03/25,Falcons,9,Europe,MOUZ,13,Europe,Nuke,nuke,ESL Pro League Season 21,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/194627/falcons-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
08/03/25,MOUZ,13,Europe,Falcons,7,Europe,Train,trn,ESL Pro League Season 21,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/194606/mouz-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
07/03/25,Liquid,13,Other,Falcons,16,Europe,Ancient,anc,ESL Pro League Season 21,Falcons,https://www.hltv.org/stats/matches/mapstatsid/194491/liquid-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
07/03/25,Liquid,13,Other,Falcons,9,Europe,Dust2,d2,ESL Pro League Season 21,Liquid,https://www.hltv.org/stats/matches/mapstatsid/194480/liquid-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
07/03/25,Falcons,16,Europe,Liquid,14,Other,Inferno,inf,ESL Pro League Season 21,Falcons,https://www.hltv.org/stats/matches/mapstatsid/194465/falcons-vs-liquid?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
07/03/25,FURIA,11,Brazil,MOUZ,13,Europe,Nuke,nuke,ESL Pro League Season 21,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/194450/furia-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
07/03/25,FURIA,16,Brazil,MOUZ,13,Europe,Inferno,inf,ESL Pro League Season 21,FURIA,https://www.hltv.org/stats/matches/mapstatsid/194434/furia-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
07/03/25,MOUZ,13,Europe,FURIA,9,Brazil,Train,trn,ESL Pro League Season 21,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/194420/mouz-vs-furia?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
07/03/25,TYLOO,6,China,Spirit,13,Russia,Nuke,nuke,ESL Pro League Season 21,Spirit,https://www.hltv.org/stats/matches/mapstatsid/194384/tyloo-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
07/03/25,TYLOO,11,China,Spirit,13,Russia,Anubis,anb,ESL Pro League Season 21,Spirit,https://www.hltv.org/stats/matches/mapstatsid/194377/tyloo-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
07/03/25,Vitality,13,Europe,MIBR,8,Brazil,Train,trn,ESL Pro League Season 21,Vitality,https://www.hltv.org/stats/matches/mapstatsid/194386/vitality-vs-mibr?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
07/03/25,MIBR,3,Brazil,Vitality,13,Europe,Inferno,inf,ESL Pro League Season 21,Vitality,https://www.hltv.org/stats/matches/mapstatsid/194381/mibr-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
07/03/25,MIBR,13,Brazil,Vitality,7,Europe,Anubis,anb,ESL Pro League Season 21,MIBR,https://www.hltv.org/stats/matches/mapstatsid/194372/mibr-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
23/02/25,Falcons,9,Europe,MOUZ,13,Europe,Ancient,anc,PGL Cluj-Napoca 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/193350/falcons-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
23/02/25,MOUZ,13,Europe,Falcons,11,Europe,Nuke,nuke,PGL Cluj-Napoca 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/193345/mouz-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
23/02/25,Falcons,13,Europe,MOUZ,4,Europe,Mirage,mrg,PGL Cluj-Napoca 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/193340/falcons-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
23/02/25,MOUZ,13,Europe,Falcons,6,Europe,Dust2,d2,PGL Cluj-Napoca 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/193336/mouz-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
22/02/25,Falcons,13,Europe,FaZe,6,Europe,Ancient,anc,PGL Cluj-Napoca 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/193259/falcons-vs-faze?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
22/02/25,FaZe,11,Europe,Falcons,13,Europe,Dust2,d2,PGL Cluj-Napoca 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/193255/faze-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
22/02/25,MOUZ,13,Europe,Astralis,5,Denmark,Ancient,anc,PGL Cluj-Napoca 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/193242/mouz-vs-astralis?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
22/02/25,Astralis,13,Denmark,MOUZ,8,Europe,Nuke,nuke,PGL Cluj-Napoca 2025,Astralis,https://www.hltv.org/stats/matches/mapstatsid/193238/astralis-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
22/02/25,MOUZ,16,Europe,Astralis,14,Denmark,Inferno,inf,PGL Cluj-Napoca 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/193233/mouz-vs-astralis?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
21/02/25,Falcons,13,Europe,Eternal Fire,8,Turkey,Nuke,nuke,PGL Cluj-Napoca 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/193158/falcons-vs-eternal-fire?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
21/02/25,Eternal Fire,13,Turkey,Falcons,6,Europe,Dust2,d2,PGL Cluj-Napoca 2025,Eternal Fire,https://www.hltv.org/stats/matches/mapstatsid/193142/eternal-fire-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
21/02/25,Falcons,13,Europe,Eternal Fire,11,Turkey,Train,trn,PGL Cluj-Napoca 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/193140/falcons-vs-eternal-fire?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
21/02/25,MOUZ,13,Europe,paiN,11,Brazil,Mirage,mrg,PGL Cluj-Napoca 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/193127/mouz-vs-pain?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
21/02/25,paiN,11,Brazil,MOUZ,13,Europe,Inferno,inf,PGL Cluj-Napoca 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/193124/pain-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
18/02/25,MOUZ,13,Europe,Virtus.pro,2,Russia,Mirage,mrg,PGL Cluj-Napoca 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/192955/mouz-vs-virtuspro?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
18/02/25,Virtus.pro,16,Russia,MOUZ,13,Europe,Inferno,inf,PGL Cluj-Napoca 2025,Virtus.pro,https://www.hltv.org/stats/matches/mapstatsid/192951/virtuspro-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
18/02/25,MOUZ,13,Europe,Virtus.pro,8,Russia,Ancient,anc,PGL Cluj-Napoca 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/192940/mouz-vs-virtuspro?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
17/02/25,MOUZ,8,Europe,Falcons,13,Europe,Ancient,anc,PGL Cluj-Napoca 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/192855/mouz-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
17/02/25,Falcons,13,Europe,MOUZ,10,Europe,Mirage,mrg,PGL Cluj-Napoca 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/192850/falcons-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
17/02/25,MOUZ,13,Europe,Falcons,8,Europe,Dust2,d2,PGL Cluj-Napoca 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/192847/mouz-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
16/02/25,FaZe,13,Europe,MOUZ,7,Europe,Mirage,mrg,PGL Cluj-Napoca 2025,FaZe,https://www.hltv.org/stats/matches/mapstatsid/192820/faze-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
16/02/25,MOUZ,11,Europe,FaZe,13,Europe,Ancient,anc,PGL Cluj-Napoca 2025,FaZe,https://www.hltv.org/stats/matches/mapstatsid/192818/mouz-vs-faze?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
16/02/25,Falcons,13,Europe,Astralis,6,Denmark,Nuke,nuke,PGL Cluj-Napoca 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/192813/falcons-vs-astralis?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
16/02/25,Astralis,7,Denmark,Falcons,13,Europe,Dust2,d2,PGL Cluj-Napoca 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/192808/astralis-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
16/02/25,Falcons,6,Europe,Astralis,13,Denmark,Ancient,anc,PGL Cluj-Napoca 2025,Astralis,https://www.hltv.org/stats/matches/mapstatsid/192806/falcons-vs-astralis?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
15/02/25,Falcons,11,Europe,paiN,13,Brazil,Nuke,nuke,PGL Cluj-Napoca 2025,paiN,https://www.hltv.org/stats/matches/mapstatsid/192768/falcons-vs-pain?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
15/02/25,paiN,12,Brazil,Falcons,16,Europe,Dust2,d2,PGL Cluj-Napoca 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/192760/pain-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
15/02/25,Falcons,8,Europe,paiN,13,Brazil,Mirage,mrg,PGL Cluj-Napoca 2025,paiN,https://www.hltv.org/stats/matches/mapstatsid/192751/falcons-vs-pain?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
15/02/25,3DMAX,8,France,MOUZ,13,Europe,Nuke,nuke,PGL Cluj-Napoca 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/192715/3dmax-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
15/02/25,MOUZ,13,Europe,3DMAX,9,France,Inferno,inf,PGL Cluj-Napoca 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/192711/mouz-vs-3dmax?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
14/02/25,FlyQuest,7,Australia,Falcons,13,Europe,Dust2,d2,PGL Cluj-Napoca 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/192650/flyquest-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
14/02/25,FlyQuest,9,Australia,Falcons,13,Europe,Inferno,inf,PGL Cluj-Napoca 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/192647/flyquest-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
14/02/25,BIG,5,Germany,MOUZ,13,Europe,Mirage,mrg,PGL Cluj-Napoca 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/192637/big-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
14/02/25,MOUZ,16,Europe,BIG,13,Germany,Ancient,anc,PGL Cluj-Napoca 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/192633/mouz-vs-big?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
09/02/25,Vitality,13,Europe,Spirit,11,Russia,Mirage,mrg,IEM Katowice 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/192189/vitality-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
09/02/25,Spirit,5,Russia,Vitality,13,Europe,Nuke,nuke,IEM Katowice 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/192186/spirit-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
09/02/25,Vitality,13,Europe,Spirit,6,Russia,Dust2,d2,IEM Katowice 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/192180/vitality-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
08/02/25,Natus Vincere,14,Europe,Spirit,16,Russia,Dust2,d2,IEM Katowice 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/192060/natus-vincere-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
08/02/25,Spirit,13,Russia,Natus Vincere,8,Europe,Mirage,mrg,IEM Katowice 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/192046/spirit-vs-natus-vincere?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
08/02/25,The MongolZ,9,Mongolia,Vitality,13,Europe,Nuke,nuke,IEM Katowice 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/192037/the-mongolz-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
08/02/25,Vitality,13,Europe,The MongolZ,7,Mongolia,Mirage,mrg,IEM Katowice 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/192027/vitality-vs-the-mongolz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
07/02/25,Virtus.pro,9,Russia,Spirit,13,Russia,Ancient,anc,IEM Katowice 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/191949/virtuspro-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
07/02/25,Spirit,13,Russia,Virtus.pro,2,Russia,Train,trn,IEM Katowice 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/191944/spirit-vs-virtuspro?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
04/02/25,Spirit,13,Russia,GamerLegion,4,Europe,Nuke,nuke,IEM Katowice 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/191671/spirit-vs-gamerlegion?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
04/02/25,Spirit,13,Russia,GamerLegion,6,Europe,Ancient,anc,IEM Katowice 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/191669/spirit-vs-gamerlegion?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
04/02/25,Spirit,11,Russia,GamerLegion,13,Europe,Anubis,anb,IEM Katowice 2025,GamerLegion,https://www.hltv.org/stats/matches/mapstatsid/191665/spirit-vs-gamerlegion?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
04/02/25,Virtus.pro,5,Russia,Vitality,13,Europe,Inferno,inf,IEM Katowice 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/191652/virtuspro-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
04/02/25,Virtus.pro,8,Russia,Vitality,13,Europe,Anubis,anb,IEM Katowice 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/191650/virtuspro-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
04/02/25,Liquid,8,Other,Spirit,13,Russia,Dust2,d2,IEM Katowice 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/191645/liquid-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
04/02/25,Spirit,13,Russia,Liquid,10,Other,Nuke,nuke,IEM Katowice 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/191637/spirit-vs-liquid?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
03/02/25,Astralis,13,Denmark,FURIA,11,Brazil,Nuke,nuke,IEM Katowice 2025,Astralis,https://www.hltv.org/stats/matches/mapstatsid/191606/astralis-vs-furia?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
03/02/25,Spirit,14,Russia,Natus Vincere,16,Europe,Nuke,nuke,IEM Katowice 2025,Natus Vincere,https://www.hltv.org/stats/matches/mapstatsid/191605/spirit-vs-natus-vincere?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
